Sy	Qp	r21	r22	r23	RMSE	MAE	NSE
0.026047037774186516	93379853.78332214	0.050004051125791205	0.004423614710188957	0.2561906793144327	1.832104380160476	1.4028675070953405	-0.6001379119498425
0.02517486218103835	92745708.33790725	0.05004224785487416	0.0011817675058628013	0.2560570741657578	1.824701157411129	1.406739520098843	-0.6033629324982672
0.024743020386951625	92855930.5098489	0.05000034508426415	0.000995121255364984	0.2573667650010364	1.821890752764654	1.41595137287057	-0.6045837923791232
0.025897025133648055	92745708.33790725	0.0502853360825873	0.0007920613659181965	0.2560577337428021	1.8293781588964455	1.4040281290312906	-0.6013270379410669
0.024962666841842254	92745708.33790725	0.0500185394424791	0.0005211578195771138	0.2560577337428021	1.824181519158547	1.4070190960304736	-0.6035888088771453
0.024995895881921373	92745708.33790725	0.050024852654982466	0.001832844000024083	0.2560577337428021	1.8235773772734885	1.4080581405591184	-0.6038513364208251
0.024491964257260142	92745708.33790725	0.050050539953711747	0.0007682650998826556	0.2560577337428021	1.822490846688702	1.4113771552717467	-0.6043232652953259
0.025183866921448545	92745708.33790725	0.050139420230302774	0.0006463575273712159	0.2560577337428021	1.825107036477596	1.4063575908993904	-0.6031864602177082
0.02449835250385281	92669142.69186383	0.050001339661977055	0.0006801531711422401	0.2560577337428021	1.8222011881669629	1.41206854748486	-0.604449029471732
0.024534805049058653	92747443.43085632	0.05011042526905588	0.0006025060549966129	0.2560577337428021	1.8226899312113447	1.4107842567272986	-0.6042368150215309
0.024800375904454504	92967911.21142505	0.05026562737203586	0.002655046559930171	0.2560577337428021	1.8235321118496228	1.4086433781172776	-0.6038710028356853
0.024827959063180745	92773144.91763628	0.05005249720398881	0.0016399802983491996	0.2560577337428021	1.8231640315128594	1.4090433456326323	-0.6040309041372465
0.025395402227437858	92745708.33790725	0.05013987656454307	0.0007847348119031536	0.2560577337428021	1.8261336853518042	1.4057050519558227	-0.6027399080466984
0.024290847947356527	92745708.33790725	0.05069241483594122	0.002110597088990889	0.2560577337428021	1.8218501874827022	1.4168513834305803	-0.6046014004506882
0.026471769023043747	93371489.93037783	0.051293937330574794	0.004345290422455363	0.2560577337428021	1.83614125370117	1.4016505893702238	-0.5983738519287518
0.025395402227437858	92745708.33790725	0.05013778711852988	0.00029361107285158164	0.2560577337428021	1.8265431296379726	1.4053507970920291	-0.602561745723841
0.02517521744191603	92745708.33790725	0.05001782008833743	0.0012159105346187687	0.2557254968924439	1.8256572893146343	1.405998100273175	-0.6029471529479535
0.02517486218103835	92745708.33790725	0.05004224785487416	0.0010457024191399928	0.2560570741657578	1.824788233579411	1.4066407383769366	-0.6033250759320259
0.025941849804921632	92744866.36445844	0.05005007706192245	1.0786659078342888e-05	0.25668501748378053	1.8282279263831425	1.4046289063291064	-0.6018282163744615
0.024827959063180745	92745708.33790725	0.050050308410124034	0.0016399802983491996	0.2560577337428021	1.8230439985540363	1.40942046802086	-0.6040830418239775
0.02624136692004885	93379853.78332214	0.05005288078203598	0.005114060756422629	0.2560972735558288	1.8333095178543013	1.4025193470290784	-0.5996116893498563
0.02487424354699716	92757458.96029659	0.050052380309127426	0.0007498416679185462	0.2560577337428021	1.8237411814114437	1.407458003509885	-0.60378016455219
0.026471769023043747	93379853.78332214	0.050242042846616	0.004944911912514827	0.2560577337428021	1.8356727951349583	1.401803816795434	-0.5985787612277054
0.02487424354699716	92745708.33790725	0.050025585323040654	0.00047670616343066475	0.2560577337428021	1.823852296951345	1.4073467522180332	-0.6037318819092565
0.024967163298538018	92745708.33790725	0.050139420230302774	0.0006228909230760493	0.2560577337428021	1.8241246736321814	1.407124313832803	-0.6036135145892383
0.0251983111002495	92967911.21142505	0.05000044168146378	0.0025036174194137365	0.25604824306932694	1.82536371569074	1.4063498687255265	-0.6030748383266394
0.025941849804921632	92772302.94418746	0.05005226585578723	8.616428513743505e-05	0.25668501748378053	1.8283553735478244	1.4045355809517892	-0.6017727007213928
0.024534805049058653	92747465.457602	0.050101995527718046	0.0007353615689192992	0.2560577337428021	1.8226182350388587	1.4108658387070054	-0.6042679493873089
0.025972980223654324	92772302.94418746	0.05002369674332449	0.0007390151574132222	0.25646461887960453	1.8287938459325521	1.404391462757672	-0.6015816737322097
0.02597117438296165	92745708.33790725	0.05004288385526306	0.0006228909230760493	0.2560577337428021	1.8301116598217566	1.40356699573164	-0.6010072728773115
0.024493060071368405	92745708.33790725	0.05000007060490367	0.0006778667389252961	0.2560577337428021	1.8225392910858098	1.411295218198835	-0.6043022297157421
0.026471769023043747	93379853.78332214	0.051293937330574794	0.004345290422455363	0.2560577337428021	1.8362358765973752	1.4016065991771793	-0.5983324564114284
0.024800375904454504	92967911.21142505	0.05026562737203586	0.0025845816178392857	0.2560577337428021	1.823571980838069	1.4085126979379783	-0.6038536810293322
0.026282959361388285	93379853.78332214	0.050003794823577974	0.005121019737094375	0.2560577337428021	1.8338399241251884	1.4022828636751548	-0.5993799781308646
0.025940043964228957	92705026.66535981	0.050035694399940454	0.001294423813948617	0.2560577337428021	1.8289842062671242	1.4043608340516414	-0.6014987261727213
0.025174775403151686	92855930.5098489	0.050000348785443606	0.0009974076875819127	0.25609573585811124	1.825475499426262	1.406118262441402	-0.6030262221133367
0.024290847947356527	92745708.33790725	0.05029282632445363	0.0021480418991994352	0.25608957782375474	1.8217787198171858	1.4169067403094335	-0.6046324212896077
0.025972980223654324	92772302.94418746	0.05005226585578723	8.666874272529609e-05	0.25668501748378053	1.8285738639235978	1.4044298698327655	-0.6016775178785552
0.024716988073988273	92745708.33790725	0.0502853360825873	0.0007920613659181965	0.2560577337428021	1.8230920730761089	1.4091189842729006	-0.6040621605182916
0.02536217318735874	92745708.33790725	0.05013342471783476	0.00029361107285158164	0.2560577337428021	1.8263514126076943	1.4054661338378054	-0.602645172916749
0.025972980223654324	92772302.94418746	0.0500373792776146	8.666874272529609e-05	0.25668501748378053	1.8285745926991275	1.4044242903946522	-0.6016772003767669
0.025959810456542096	92745730.36465293	0.05002906994099703	0.0015662161785524012	0.2560577337428021	1.8292063688330746	1.404264147708212	-0.6014019102000965
0.02474831281943603	92855930.5098489	0.05000034508426415	0.0018999458014017968	0.25609573585811124	1.823092042712764	1.4093878373487236	-0.6040621737068711
0.0253985641132514	92743125.87139435	0.05011090164726288	0.000624409426973462	0.256292392919356	1.825558343116283	1.4061115287488946	-0.6029901903847865
0.02597117438296165	92755695.51971878	0.05000512793038204	0.00011013129138246597	0.2560577337428021	1.8307434933780729	1.4031384595009657	-0.6007317262900285
0.02597117438296165	92758392.61169186	0.05004710822943224	0.0016646913061914292	0.2560577337428021	1.829302119423363	1.4042337245712389	-0.6013601795326939
0.02592834987909581	92855930.5098489	0.05000034508426415	0.0009974076875819127	0.25609573585811124	1.830256667705244	1.4034517800387853	-0.6009440424370116
0.025395402227437858	92745708.33790725	0.05013987656454307	0.0006228909230760493	0.2560577337428021	1.826262404444889	1.4055885754857265	-0.6026839025512125
0.02592834987909581	92855930.5098489	0.050326296765879304	0.000378417232990651	0.25609572247190066	1.830897991082424	1.4031378053247112	-0.6006643343972867
0.026271906755040642	93379853.78332214	0.050003962797410074	0.005268868220179676	0.2560577337428021	1.8335762980429873	1.4024220618929846	-0.5994951531732391
0.024967163298538018	92745708.33790725	0.050139420230302774	0.0006228909230760493	0.25619099828592234	1.823780454151989	1.4074304803615696	-0.6037630998431207
0.02540240367785551	92745708.33790725	0.05000041165817922	0.00046727582815689556	0.2560577337428021	1.8264432963354358	1.405398486536878	-0.6026051900734511
0.025862221113833753	92967911.21142505	0.05000481904257752	0.0028551791951668907	0.2560577337428021	1.8291093506351568	1.40430270729794	-0.601444191096876
0.02517486218103835	92745708.33790725	0.05001832130933017	0.0012159105346187687	0.2557343635342131	1.8256263457665594	1.4060197659904077	-0.6029606123412492
0.02596102934499149	92755695.51971878	0.05000512793038204	0.0002763910254767587	0.2560577337428021	1.830484570009991	1.403289542647878	-0.6008446559014409
0.02592834987909581	92855930.5098489	0.050326296765879304	0.000378417232990651	0.25609573585811124	1.8308979313437896	1.4031378349385752	-0.6006643604563757
0.02627876366411507	93379853.78332214	0.0500040509009917	0.005161367843287004	0.2560577337428021	1.8337573145209356	1.402324789682926	-0.5994160710478142
0.02597117438296165	92778172.57536103	0.05006361781388776	0.0004865161439300842	0.2560823091521882	1.8304408493565665	1.4033590353226124	-0.6008637231193104
0.02540240367785551	92745708.33790725	0.050133215170779316	0.00046727582815689556	0.2560577337428021	1.8264329818034597	1.4054493788412739	-0.6026096785017623
0.026282948907484067	93379853.78332214	0.0500046954848714	0.005251063028156544	0.2560577337428021	1.8336902025618127	1.402373661211269	-0.5994453917001182
0.025395402227437858	92745708.33790725	0.050139714162318286	0.00029361107285158164	0.2560577337428021	1.8265429638812498	1.4053515357678013	-0.6025618178579819
0.02540240367785551	92745708.33790725	0.05000684343814803	0.0007685479556915531	0.2560577337428021	1.8261943115955277	1.405617712284945	-0.6027135301455171
0.02597117438296165	92745708.33790725	0.0500185394424791	0.0001443059374480215	0.2560577337428021	1.8306076387435872	1.4032210767971904	-0.6007909813773616
0.026230662591046363	93379853.78332214	0.050037197360486764	0.005114063294726007	0.2560577337428021	1.8333992842119402	1.4024623541953953	-0.5995724790802783
0.02624136692004885	93379853.78332214	0.05002387228994299	0.005114060756422629	0.2560972735558288	1.8333139327639827	1.4025085859439372	-0.5996097609462341
0.02597117438296165	92745708.33790725	0.050039542333842786	0.0003908248381309889	0.2560577337428021	1.8303446719345338	1.4034024316370441	-0.6009056659000891
0.025862221113833753	92967911.21142505	0.05000015180971213	0.0028551791951668907	0.2560577337428021	1.8291097134814978	1.404300950543674	-0.6014440329712492
0.02597117438296165	92745708.33790725	0.05004246598820454	0.0003908248381309889	0.2560577337428021	1.8303443137843791	1.4034035274887995	-0.6009058220845344
0.025395402227437858	92745708.33790725	0.05005110011120989	0.0007682650998826556	0.2560577337428021	1.8261517922106736	1.4056591691141465	-0.6027320300165864
0.026230662591046363	93379853.78332214	0.05000578637807669	0.005114063294726007	0.2560577337428021	1.8334042476969434	1.4024506971194526	-0.5995703109560704
0.02597117438296165	92758392.61169186	0.05005588513373388	0.0016646913061914292	0.2560577337428021	1.8293016066775396	1.4042370143534058	-0.6013604030068509
0.025959810456542096	92754954.5917652	0.05003413970578595	0.0005968020579226374	0.2560577337428021	1.8301339661326077	1.4035340732437203	-0.6009975465745585
0.02627721186577705	93379853.78332214	0.050036637202988614	0.005116947995704378	0.2560577337428021	1.8337902955351029	1.4023110614886907	-0.5994016615259647
0.02627946772792361	93379853.78332214	0.0500433403517484	0.005251063028156544	0.2560577337428021	1.833654629788121	1.4023994124501773	-0.5994609327115733
0.02597117438296165	92778172.57536103	0.05006361781388776	0.00036954166637725614	0.2560823091521882	1.83056470954772	1.4032767169991047	-0.6008097046917882
0.02597117438296165	92745708.33790725	0.05005288078203598	0.0005229496972313046	0.2560577337428021	1.8302092280334386	1.4035004112742413	-0.6009647289763903
0.026241505879944147	93379853.78332214	0.050037224673351005	0.005114063294726007	0.2560577337428021	1.8334906079204083	1.402426654315726	-0.5995325865841288
0.02597117438296165	92746449.26586083	0.05000512793038204	0.00011013129138246597	0.2560577337428021	1.8306537823632154	1.4031880281027782	-0.6007708556214286
0.0259828647219092	92745708.33790725	0.05004288385526306	0.0006228909230760493	0.2560577337428021	1.8302001435427793	1.4035276159028864	-0.600968690297468
0.026047037774186516	93379853.78332214	0.050004694583585016	0.004423614710188957	0.2561906793144327	1.8321042755838086	1.4028677475754119	-0.6001379575981622
0.026241505879944147	93379853.78332214	0.050036637202988614	0.005114063294726007	0.2560577337428021	1.8334907010257804	1.4024264363869519	-0.5995325459123431
0.0259828647219092	92745708.33790725	0.05004288385526306	0.000373171732091756	0.2560577337428021	1.8304516740945438	1.4033519603520943	-0.6008590023348158
0.025395402227437858	92743125.87139435	0.05012424252674756	0.000624409426973462	0.2560577337428021	1.8262430683731887	1.405597833809049	-0.6026923159006402
0.025969934428465378	92745708.33790725	0.0500014676987268	5.1601361455117976e-05	0.2560577337428021	1.8307018858726452	1.403153598057522	-0.6007498745102985
